consommation_energie,classe_consommation_energie,estimation_ges,classe_estimation_ges,annee_construction,surface_habitable,nombre_niveaux,surface_baies_orientees_nord,surface_baies_orientees_est_ouest,surface_baies_orientees_sud,surface_planchers_hauts_deperditifs,surface_planchers_bas_deperditifs,surface_parois_verticales_opaques_deperditives,longitude,latitude,tr001_modele_dpe_type_libelle,tr002_type_batiment_libelle
153.0,D,42.0,E,1947,61.43,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
230.0,D,63.0,F,1947,89.7,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
138.0,C,37.0,E,1947,89.7,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
131.0,C,39.0,E,1983,132.0,2.0,0.0,9.89,12.05,66.0,80.0,150.0,3.655403,44.240182,Location,Maison
257.0,E,3.0,A,1995,75.78,2.0,4.88,0.62,7.53,39.96,39.53,129.25,3.655403,44.240182,Location,Maison
220.0,D,4.0,A,1995,93.33,2.0,4.17,0.0,8.94,52.62,52.6,124.59,3.655403,44.240182,Location,Maison
245.0,E,3.0,A,1995,76.73,2.0,4.05,0.0,8.39,38.37,38.37,136.61,3.655403,44.240182,Location,Maison
279.0,E,3.0,A,1995,75.27,2.0,6.78,0.0,7.62,39.9,40.5,130.23,3.655403,44.240182,Location,Maison
277.0,E,3.0,A,1995,75.61,2.0,6.78,0.0,8.01,40.5,40.5,130.75,3.655403,44.240182,Location,Maison
250.0,E,3.0,A,1995,73.33,1.0,3.88,1.56,5.81,73.33,73.33,92.0,3.655403,44.240182,Location,Maison
229.0,D,3.0,A,1995,50.64,1.0,1.2,0.0,5.66,32.49,33.3,43.92,3.655403,44.240182,Location,Maison
250.0,E,3.0,A,1995,77.02,1.0,2.5,1.25,5.77,33.5,65.15,85.36,3.655403,44.240182,Location,Maison
219.0,D,3.0,A,1995,77.02,1.0,2.5,0.0,6.94,33.5,65.15,55.96,3.655403,44.240182,Location,Maison
215.0,D,3.0,A,1995,76.25,1.0,2.42,0.0,6.62,53.7,38.81,61.44,3.655403,44.240182,Location,Maison
228.0,D,3.0,A,1995,76.25,1.0,2.42,3.75,5.45,53.7,38.81,83.3,3.655403,44.240182,Location,Maison
250.0,E,5.0,A,1995,75.75,1.0,0.0,11.74,3.75,49.18,42.28,101.04,3.655403,44.240182,Location,Maison
229.0,D,62.0,F,1999,66.33,2.0,1.2,3.36,0.26,26.73,46.04,122.52,3.655403,44.240182,Location,Maison
226.0,D,62.0,F,1999,66.33,2.0,0.26,3.36,1.2,26.73,46.04,122.52,3.655403,44.240182,Location,Maison
223.0,D,61.0,F,1999,76.46,2.0,0.26,4.13,0.0,46.43,46.4,140.25,3.655403,44.240182,Location,Maison
274.0,E,8.0,B,1998,76.79,2.0,0.57,0.0,11.4,32.45,32.45,121.21,3.196762,44.452013,Location,Maison
272.0,E,8.0,B,1998,76.79,2.0,0.57,0.0,11.4,32.45,32.45,118.19,3.196499,44.452135,Location,Maison
324.0,E,17.0,C,1998,75.61,2.0,2.5,3.75,8.2,28.7,47.45,88.76,3.198232,44.436213,Location,Maison
324.0,E,17.0,C,1998,75.61,2.0,2.5,3.75,8.2,28.7,47.45,88.76,3.198664,44.436552,Location,Maison
261.0,E,7.0,B,1998,75.75,2.0,2.5,3.75,8.2,28.7,43.7,88.76,3.197714,44.436784,Location,Maison
260.0,E,7.0,B,1998,75.75,2.0,2.5,3.75,8.2,28.7,43.7,88.76,3.197714,44.436784,Location,Maison
277.0,E,9.0,B,1998,62.8,2.0,1.25,4.32,4.41,28.7,35.0,79.96,3.197954,44.436854,Location,Maison
231.0,E,69.0,F,1947,86.0,1.0,0.0,0.0,0.0,86.0,86.0,0.0,3.540563,44.533291,Vente,Appartement
550.0,G,91.0,G,1948,131.14,2.0,0.0,19.99,0.0,77.0,54.0,206.49,3.2080918,45.6218562,Vente,Maison
264.0,E,8.0,B,1947,37.06,1.0,2.42,0.0,0.0,0.0,0.0,0.0,3.547668,44.53684,Location,Appartement
213.0,D,6.0,B,1947,58.12,1.0,2.42,0.0,0.0,0.0,0.0,0.0,3.547668,44.53684,Location,Appartement
319.0,E,10.0,B,1948,86.5,2.0,4.47,11.89,0.0,54.0,46.85,140.3,3.345148,44.464274,Vente,Maison
433.0,F,23.0,D,1983,18.0,1.0,2.59,0.0,0.0,18.0,18.0,45.72,3.248192,44.881922,Vente,Appartement
388.0,F,20.0,C,1989,39.6,1.0,0.0,6.05,0.19,80.11,60.17,56.53,3.248192,44.881922,Vente,Appartement
240.0,E,5.0,A,1996,61.3,1.0,1.31,1.31,3.83,61.3,61.3,57.13,3.34385,44.465637,Location,Maison
235.0,E,4.0,A,1996,74.85,1.0,1.31,1.31,4.87,56.0,56.0,93.22,3.34385,44.465637,Location,Maison
141.0,C,3.0,A,2006,97.68,1.0,0.67,6.81,10.32,101.34,101.34,72.5,3.544052,44.532897,Vente,Maison
221.0,D,60.0,F,1997,73.48,1.0,0.0,4.49,4.07,52.47,52.47,122.82,3.246989,44.878548,Location,Maison
228.0,D,62.0,F,1997,73.48,1.0,3.46,4.07,1.03,52.47,52.47,122.82,3.246917,44.87843,Location,Maison
221.0,D,60.0,F,1997,73.48,1.0,0.0,4.49,4.07,52.47,52.47,122.82,3.246989,44.878548,Location,Maison
222.0,D,61.0,F,1997,73.48,1.0,1.03,4.07,3.46,52.47,52.47,122.82,3.246989,44.878548,Location,Maison
182.0,D,2.0,A,1947,57.81,2.0,2.42,0.0,0.0,0.0,0.0,0.0,6.6236527,44.6706214,Location,Appartement
277.0,E,3.0,A,1995,75.38,2.0,3.0,11.1,0.0,40.82,43.4,126.14,3.197671,44.433142,Location,Maison
353.0,F,19.0,C,1995,75.38,2.0,0.57,3.0,10.53,40.82,43.4,126.14,3.199589,44.436257,Location,Maison
373.0,F,21.0,D,1995,75.38,2.0,0.57,3.0,10.53,40.82,43.4,126.14,3.199087,44.436283,Location,Maison
313.0,E,16.0,C,1995,50.64,1.0,1.2,0.0,5.66,32.49,33.3,43.92,3.655403,44.240182,Location,Maison
326.0,E,16.0,C,1996,54.8,1.0,0.0,6.06,0.0,54.8,54.8,58.56,3.655403,44.240182,Location,Appartement
223.0,D,61.0,F,1999,76.46,2.0,0.26,4.13,0.0,46.43,46.4,140.25,3.655403,44.240182,Location,Maison
195.0,D,53.0,E,1995,85.53,1.0,1.5,3.67,4.44,56.91,60.1,118.54,3.255729,44.87398,Location,Maison
241.0,E,66.0,F,1947,74.3,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
301.0,E,64.0,F,1948,151.85,3.0,15.15,10.75,0.0,90.0,25.0,206.13,7.7666154,48.5513406,Location,Maison
221.0,D,66.0,F,1978,99.8,2.0,16.08,0.0,0.0,46.6,47.18,189.4,3.548582,44.534983,Vente,Maison
415.0,F,124.0,G,1948,104.34,2.0,0.8,12.75,10.9,31.0,52.0,167.4,5.1242785,44.2200252,Vente,Maison
207.0,D,56.0,F,1948,110.23,2.0,0.0,21.33,0.0,55.08,55.15,161.7,3.280943,44.719994,Vente,Maison
166.0,D,50.0,E,1975,163.71,1.0,15.42,13.82,0.0,146.0,132.26,199.82,3.727256,44.752929,Vente,Maison
333.63,F,18.93,C,1989,85.0,2.0,0.0,14.75,0.0,89.2,54.55,137.34,-0.813191,47.048052,Location,Maison
351.0,F,105.0,G,1948,80.42,1.0,0.6,0.0,16.77,80.42,80.42,95.05,3.548193,44.53288,Vente,Maison
186.0,D,2.0,A,2012,99.0,1.0,2.0,4.5,11.74,99.0,99.0,100.1,3.213658,44.762817,Vente,Maison
421.0,F,126.0,G,1948,202.9,2.0,13.58,22.49,17.87,190.0,190.0,278.22,3.531917,44.376313,Vente,Maison
314.0,E,18.0,C,1993,85.62,1.0,0.0,3.02,7.09,85.62,85.62,96.25,3.246947,44.8829,Location,Maison
274.0,E,82.0,G,1978,123.6,2.0,0.98,3.37,10.02,113.8,74.8,145.55,3.284595,44.722392,Vente,Maison
327.32,E,17.73,C,1992,67.0,1.0,0.0,11.11,0.0,67.0,67.0,72.23,-0.771684,47.055466,Location,Maison
672.0,G,185.0,G,1948,152.93,3.0,0.0,18.29,4.19,89.48,89.48,267.5,3.049384,44.720217,Vente,Maison
394.0,F,118.0,G,1948,89.61,2.0,0.0,14.64,0.0,53.5,53.5,90.0,3.246868,44.879036,Vente,Maison
254.0,E,25.0,D,1989,67.0,1.0,1.3,0.0,5.12,50.1,47.1,112.78,3.727256,44.752929,Vente,Maison
223.0,D,66.0,F,1983,104.1,2.0,24.07,0.0,0.0,66.57,66.0,152.0,3.339313,44.466225,Location,Maison
306.0,E,15.0,C,1978,45.08,1.0,0.0,8.65,0.0,45.08,45.08,74.5,3.252494,44.870154,Location,Appartement
691.0,G,43.0,E,1962,35.31,1.0,0.0,9.7,0.0,36.0,36.0,49.7,1.8954391,48.9867541,Vente,Appartement
412.0,F,75.0,F,1948,127.0,2.0,0.0,7.88,12.53,75.0,81.0,227.82,3.542642,44.535209,Vente,Maison
252.0,E,36.0,E,1948,142.0,2.0,0.0,13.03,3.85,81.71,81.71,145.97,3.531524,44.37322,Vente,Maison
282.0,E,9.0,B,1989,65.06,1.0,1.3,0.0,5.22,50.1,47.1,118.85,3.727256,44.752929,Vente,Maison
698.0,G,23.0,D,1948,57.37,2.0,0.0,7.7,2.56,40.0,40.0,154.0,3.735364,44.367187,Vente,Maison
513.0,G,30.0,D,2006,39.89,3.0,0.0,5.08,2.53,38.0,38.0,63.75,3.051331,44.721835,Vente,Maison
190.0,D,5.0,A,1948,86.0,1.0,2.24,1.92,5.81,43.0,43.0,125.0,3.0709671,50.6304695,Vente,Maison
227.0,D,1.0,A,1947,123.32,3.0,0.0,0.0,0.0,123.0,0.0,0.0,3.553882,44.535514,Vente,Maison
207.0,D,2.0,A,2006,133.88,2.0,2.08,1.26,9.38,71.0,71.0,177.19,3.257155,44.9223,Vente,Maison
329.0,E,19.0,C,1948,112.0,2.0,4.17,1.02,4.17,112.0,112.0,168.66,3.655403,44.240182,Vente,Maison
189.0,D,9.0,B,2019,202.81,2.0,3.64,13.58,15.18,132.17,85.89,186.73,3.542742,44.536528,Vente,Maison
374.0,F,112.0,G,1948,161.6,2.0,28.72,0.0,0.0,96.9,0.0,233.75,3.282974,44.72123,Vente,Maison
145.0,C,0.0,A,1948,44.18,1.0,4.72,1.47,5.58,48.18,44.18,67.66,3.546745,44.535701,Vente,Appartement
180.0,D,26.0,D,1978,170.19,2.0,0.0,6.93,3.6,170.19,170.19,253.76,3.535984,44.368293,Vente,Maison
322.0,E,17.0,C,1989,65.04,2.0,1.94,2.63,0.0,73.45,55.13,110.6,3.542669,44.533801,Vente,Appartement
396.0,F,59.0,F,1948,154.0,1.0,0.55,0.0,24.93,102.0,102.0,191.62,3.337127,44.471301,Vente,Maison
254.0,E,76.0,F,1975,170.65,2.0,1.36,21.67,8.51,85.0,75.0,220.0,3.2757822,44.7984108,Vente,Maison
574.0,G,35.0,D,1948,77.3,1.0,0.0,6.72,4.14,77.3,77.3,91.0,3.1258806,45.230661,Vente,Maison
541.0,G,32.0,D,1948,66.0,2.0,0.18,0.0,9.48,66.0,66.0,115.08,3.551107,44.535868,Location,Appartement
282.0,E,84.0,G,1948,93.05,1.0,1.32,6.8,3.96,93.0,70.0,71.0,3.290606,44.71354,Vente,Maison
307.0,E,61.0,F,1948,93.05,1.0,1.32,6.8,3.96,93.0,70.0,71.0,3.290606,44.71354,Vente,Maison
475.0,G,28.0,D,1978,78.41,2.0,4.8,4.67,0.9,38.0,40.0,112.5,3.286586,44.721692,Vente,Maison
354.0,F,97.0,G,1948,38.43,1.0,1.54,4.62,5.44,21.0,21.0,67.5,3.22746,44.586073,Vente,Appartement
328.0,E,4.0,A,1989,65.5,1.0,10.63,0.0,0.0,45.7,52.0,101.25,3.199046,44.442478,Location,Maison
167.0,D,50.0,E,2004,114.57,1.0,2.68,1.97,11.21,114.57,114.57,98.75,3.246868,44.879036,Vente,Maison
408.0,F,122.0,G,1948,131.0,2.0,1.34,9.55,10.02,81.0,72.07,179.98,3.856,44.457,Vente,Maison
226.0,D,11.0,C,2000,61.96,2.0,0.84,0.48,6.27,62.0,0.0,62.0,3.288143,44.556943,Vente,Appartement
268.0,E,42.0,E,1983,150.0,1.0,0.3,14.61,0.0,100.2,96.45,184.42,3.2080918,45.6218562,Vente,Maison
818.0,G,49.0,E,1948,32.0,1.0,0.0,7.06,0.0,32.0,32.0,36.75,3.246868,44.879036,Vente,Appartement
359.0,F,107.0,G,1948,67.37,1.0,6.33,0.0,8.5,33.0,33.0,80.0,3.246868,44.879036,Vente,Appartement
293.0,E,68.0,F,1948,70.0,1.0,0.0,2.68,4.02,70.0,70.0,50.0,3.945943,44.247822,Vente,Maison
262.0,E,9.0,B,1948,95.62,2.0,0.28,2.05,10.0,40.0,35.0,68.75,3.255729,44.87398,Location,Maison
449.0,F,134.0,G,1948,165.43,2.0,3.52,2.65,18.41,68.0,102.0,242.84,3.257155,44.9223,Vente,Maison
212.0,D,8.0,B,1978,133.0,2.0,1.3,4.2,9.4,60.0,72.0,160.0,3.537196,44.373045,Vente,Maison
510.0,G,153.0,G,1948,65.0,1.0,8.76,0.0,2.88,65.0,67.0,85.0,3.277692,44.572166,Vente,Maison
228.0,D,50.0,E,1989,139.55,2.0,2.16,5.18,10.64,56.0,83.0,170.0,3.246947,44.8829,Vente,Maison
210.38,D,6.85,B,1948,59.0,1.0,0.0,1.85,0.0,59.0,59.0,2.0,0.767657,44.532218,Copropriete,Appartement
522.0,G,56.0,F,1948,116.0,2.0,0.56,18.14,0.0,75.0,75.0,229.72,3.894527,44.633356,Vente,Maison
230.0,D,69.0,F,1975,137.98,2.0,4.42,7.24,13.16,102.69,74.5,85.8,4.546701,46.4504055,Vente,Maison
322.0,E,36.0,E,1948,81.99,1.0,1.82,14.41,0.0,78.33,70.0,74.82,3.247547,44.882016,Vente,Maison
557.0,G,23.0,D,1948,59.2,2.0,0.0,0.0,6.96,35.68,35.68,130.96,3.905574,44.265106,Vente,Maison
394.0,F,24.0,D,1948,156.53,2.0,2.54,12.62,2.07,106.0,106.0,205.46,3.537035,44.374621,Vente,Maison
220.0,D,66.0,F,1948,84.25,2.0,2.1,6.34,4.16,62.0,51.5,126.0,3.260865,44.888114,Location,Maison
182.0,D,42.0,E,1947,80.0,2.0,0.0,0.0,13.55,34.0,40.0,50.0,2.281873,44.553788,Vente,Maison
292.0,E,70.0,F,1975,98.97,2.0,1.68,8.14,1.95,66.0,65.4,129.5,3.19832,44.432422,Vente,Maison
545.0,G,110.0,G,1948,190.11,2.0,10.43,5.33,8.05,111.94,111.94,273.76,3.547982,44.532762,Vente,Maison
299.0,E,4.0,A,2006,45.1,1.0,1.1,3.3,5.59,38.0,38.0,62.5,3.69515,44.373796,Vente,Maison
447.0,F,24.0,D,1948,41.08,1.0,0.0,6.76,1.88,41.0,41.0,48.0,3.201114,44.43673,Location,Maison
329.0,E,18.0,C,1948,73.0,1.0,4.34,2.97,1.38,73.0,73.0,107.8,3.5951225,44.3246561,Vente,Appartement
315.0,E,94.0,G,1948,86.86,1.0,0.0,11.54,2.07,86.0,86.0,68.35,3.249887,44.88221,Vente,Maison
148.0,C,3.0,A,2006,134.0,2.0,1.13,9.25,8.76,88.0,102.0,133.0,3.246868,44.879036,Vente,Maison
282.0,E,42.0,E,1948,134.5,3.0,1.04,18.19,11.03,72.7,59.6,208.99,3.247547,44.882016,Location,Maison
430.0,F,129.0,G,1974,127.19,2.0,2.82,6.39,9.08,92.24,85.85,165.85,3.932903,44.438863,Vente,Maison
532.0,G,34.0,D,1948,103.25,1.0,1.45,10.3,3.36,80.0,80.0,137.5,3.273961,44.573981,Vente,Maison
112.0,C,4.0,A,2006,157.0,1.0,3.2,20.11,2.24,172.4,157.0,155.93,3.727256,44.752929,Vente,Maison
343.0,F,12.0,C,1983,85.54,2.0,0.5,5.4,6.31,60.6,51.0,119.0,3.319532,44.30264,Vente,Maison
335.0,F,75.0,F,1948,120.0,1.0,6.25,0.0,4.48,101.0,100.0,126.3,3.71,44.182,Vente,Maison
242.0,E,14.0,C,1948,120.0,1.0,6.25,0.0,4.48,101.0,100.0,126.3,3.71,44.182,Vente,Maison
1092.0,G,68.0,F,1948,23.5,1.0,0.0,1.56,4.9,23.5,23.5,51.25,7.512179,48.4888342,Vente,Maison
305.0,E,53.0,E,1990,110.8,2.0,2.62,3.0,7.51,98.0,98.0,167.5,3.947675,44.250916,Vente,Maison
214.0,D,8.0,B,1990,110.8,2.0,2.62,3.0,7.51,98.0,98.0,167.5,3.947675,44.250916,Vente,Maison
201.0,D,7.0,B,2008,47.08,1.0,0.0,0.0,7.11,55.93,55.93,27.5,3.54738,44.533149,Vente,Appartement
477.0,G,74.0,F,1948,155.5,2.0,0.0,27.2,10.64,81.0,81.0,185.0,3.34385,44.465637,Vente,Maison
296.0,E,88.0,G,1978,142.23,3.0,1.97,7.7,8.7,99.4,100.5,141.0,3.548769,44.533268,Vente,Maison
401.0,F,24.0,D,1983,178.46,2.0,3.64,10.72,14.9,98.57,77.19,235.35,3.197582,44.437181,Vente,Maison
219.0,D,48.0,E,1989,99.21,2.0,1.88,6.3,5.46,76.9,78.15,125.65,3.336926,44.475275,Vente,Maison
248.0,E,74.0,F,1948,165.48,2.0,2.94,14.58,2.02,91.79,98.15,174.36,3.247645,44.881438,Vente,Maison
147.0,C,44.0,E,1948,99.0,2.0,0.6,0.0,14.8,48.8,50.2,143.8,3.340385,44.467211,Vente,Maison
293.0,E,3.0,A,1978,103.0,2.0,8.35,0.0,9.64,65.0,65.0,193.79,3.655403,44.240182,Vente,Maison
288.0,E,9.0,B,2006,67.0,1.0,0.0,2.88,6.94,67.0,67.0,86.59,3.655403,44.240182,Vente,Maison
290.0,E,14.0,C,1983,48.8,1.0,9.01,0.0,0.0,48.8,48.8,70.05,3.542185,44.536494,Vente,Appartement
311.0,E,17.0,C,1983,61.6,1.0,0.63,7.06,3.58,55.1,45.0,102.74,3.34485,44.470318,Location,Maison
187.0,D,39.0,E,1989,98.09,2.0,3.56,7.4,1.43,49.0,49.94,134.94,3.193196,44.707482,Vente,Maison
219.0,D,3.0,A,2006,45.3,1.0,2.34,3.56,0.0,58.89,45.3,46.95,4.546701,46.4504055,Vente,Appartement
148.0,C,44.0,E,1983,136.71,2.0,5.43,3.13,12.48,109.91,83.29,137.39,3.22746,44.586073,Vente,Maison
400.0,F,26.0,D,1975,194.95,3.0,0.0,17.86,14.32,72.37,54.74,224.99,3.280322,44.713649,Vente,Maison
367.0,F,21.0,D,1978,107.0,1.0,1.35,13.04,0.0,107.0,96.75,127.93,-1.19884,47.293615,Location,Maison
173.0,D,51.0,E,2001,69.17,1.0,1.28,3.08,1.28,69.17,69.17,86.2,3.537092,44.374161,Vente,Maison
274.0,E,82.0,G,1948,151.07,2.0,2.01,9.02,10.66,91.13,91.13,191.22,3.655403,44.240182,Vente,Maison
229.0,D,12.0,C,1948,125.39,3.0,0.56,10.77,10.48,48.11,50.05,179.18,3.277692,44.572166,Vente,Maison
297.0,E,17.0,C,2006,134.9,3.0,1.33,29.4,6.23,106.53,49.51,215.64,3.800536,44.224721,Vente,Maison
220.0,D,11.0,C,1989,95.0,1.0,2.86,7.94,1.34,80.0,89.0,132.5,3.655648,44.240224,Vente,Maison
299.0,E,9.0,B,1989,107.21,1.0,0.0,9.33,0.0,107.21,107.2,105.84,3.246489,44.879998,Vente,Appartement
308.0,E,9.0,B,1989,102.11,1.0,0.0,9.33,0.0,102.11,102.11,118.12,3.246489,44.879998,Vente,Appartement
320.0,E,10.0,B,1989,69.39,1.0,0.0,5.41,0.0,69.0,69.39,91.55,3.246489,44.879998,Vente,Appartement
297.0,E,10.0,B,1989,85.48,2.0,0.9,7.0,0.0,79.0,79.06,108.42,3.246489,44.879998,Vente,Appartement
504.0,G,31.0,D,1974,76.22,1.0,0.9,8.46,0.0,83.16,78.97,98.5,3.909263,44.521431,Location,Appartement
445.0,F,108.0,G,1948,82.68,2.0,5.86,0.5,6.09,43.0,52.03,124.81,3.260865,44.888114,Vente,Maison
741.0,G,222.0,G,1948,56.2,1.0,4.99,0.0,8.12,56.2,56.2,101.89,3.727256,44.752929,Vente,Maison
938.0,G,61.0,F,1948,98.82,2.0,3.27,7.67,3.0,71.86,72.06,159.18,3.895165,44.634747,Vente,Maison
628.0,G,37.0,E,1989,37.75,1.0,1.57,1.26,3.77,37.75,37.75,67.99,3.283863,44.718439,Vente,Appartement
222.0,D,12.0,C,1983,56.74,2.0,0.0,3.86,10.11,40.91,40.91,111.88,3.945943,44.247822,Vente,Maison
95.0,C,3.0,A,2006,162.8,1.0,3.77,2.58,20.99,162.8,162.8,148.43,3.246989,44.878548,Vente,Maison
366.0,F,19.0,C,2006,35.2,1.0,0.0,2.73,0.0,32.0,35.2,80.21,3.246989,44.878548,Vente,Maison
122.0,C,36.0,E,1989,180.0,2.0,2.25,12.47,13.63,119.66,122.0,159.41,3.198152,44.43418,Vente,Maison
328.0,E,81.0,G,1948,150.0,2.0,2.15,11.54,16.06,109.0,112.0,186.0,3.187638,44.4525,Vente,Maison
529.0,G,158.0,G,1948,120.1,2.0,1.09,4.02,14.7,88.38,71.13,199.62,3.747487,44.361759,Vente,Maison
194.0,D,9.0,B,1948,110.0,2.0,0.47,14.15,0.81,53.0,53.0,142.5,3.926389,44.248741,Vente,Maison
261.0,E,58.0,F,1948,110.0,2.0,0.47,14.15,0.81,53.0,53.0,142.5,3.926389,44.248741,Vente,Maison
265.0,E,48.0,E,1983,96.96,2.0,6.25,0.0,5.68,88.8,88.8,164.63,3.655158,44.24014,Vente,Maison
393.0,F,21.0,D,1948,50.78,1.0,0.0,8.23,0.35,50.78,50.78,76.1,3.277692,44.572166,Location,Appartement
220.0,D,4.0,A,1989,149.3,2.0,2.65,2.31,9.42,95.0,77.85,146.9,3.695563,44.373116,Vente,Maison
392.0,F,100.0,G,1948,141.11,2.0,5.79,13.86,2.88,87.92,92.95,136.27,3.22746,44.586073,Vente,Maison
636.0,G,36.0,E,1948,84.65,2.0,0.51,1.68,5.22,55.73,56.06,139.6,3.906596,44.594913,Vente,Maison
411.0,F,25.0,D,1948,89.12,2.0,0.0,11.15,1.18,46.14,46.14,84.17,2.3285861,50.8800594,Vente,Maison
306.89,E,9.99,B,1948,36.15,1.0,0.0,0.24,0.81,34.07,34.07,0.0,-0.559481,44.824309,Copropriete,Appartement
147.82,C,4.81,A,1948,29.7,1.0,0.0,0.0,3.4,29.7,29.7,0.0,3.666104,44.504655,Copropriete,Appartement
446.0,F,25.0,D,1983,42.2,1.0,3.22,4.4,0.0,42.2,42.2,69.0,3.540964,44.533568,Vente,Appartement
212.0,D,5.0,A,2001,99.18,2.0,2.19,7.53,6.06,69.84,69.84,142.05,3.655403,44.240182,Vente,Maison
238.0,E,13.0,C,1948,62.18,2.0,0.0,8.75,0.0,31.49,29.16,36.06,3.273961,44.573981,Location,Maison
360.0,F,20.0,C,1989,71.0,2.0,0.0,4.54,5.06,54.3,46.1,110.6,3.727256,44.752929,Vente,Maison
435.0,F,21.0,D,1983,152.94,3.0,1.52,8.42,7.77,50.0,79.18,213.9,3.247547,44.882016,Vente,Maison
